,Llama2-ShareGPT-Seed-0,Llama2-ShareGPT-Seed-1,Llama2-Tulu,Mistral-ShareGPT,Mistral-Tulu-Seed-0,Mistral-Tulu-Seed-1
Availability Heuristic_A supply chain manager at a company from the technology hardware & equipment industry deciding how to redesign the logistics network to reduce costs and improve delivery times.,-0.21874999972656245,-0.13333333288888888,0.04999999986750003,0.3761904756715797,-0.24944444415881167,0.5383333326189351
Availability Heuristic_A supply chain manager at a company from the transportation industry deciding on the best supplier partnership to enhance supply chain resilience.,-0.035416666683506966,-0.06666666644444444,0.07708333314184032,0.27999999955428573,0.18928571402869898,0.2854166663279514
Availability Heuristic_A traffic manager at a company from the transportation industry deciding on the scheduling of personnel to manage peak traffic hours effectively.,-0.27999999956,0.0,0.3666666663,0.0031746031919375195,0.18388888843322532,0.2199999997
Availability Heuristic_A transit operations manager at a company from the transportation industry deciding on route changes in response to a temporary road closure.,-0.3166666658944444,-0.06666666644444444,0.12166666631569448,-0.0634920634366339,0.03999999989333334,0.37499999967291664
Availability Heuristic_A transportation safety manager at a company from the transportation industry deciding on implementing new safety measures to comply with updated regulations.,0.2291666659288194,0.0,0.1428571417602041,-0.25000000000749995,0.08214285710229592,0.46666666622037034
Availability Heuristic_A warehouse manager at a company from the transportation industry deciding on the layout restructuring to maximize storage efficiency.,0.199999999,0.0,0.019444444293287094,-0.06666666653333334,-0.03888888880493826,-0.09587301580815316
Availability Heuristic_A wealth manager at a company from the financial services industry deciding on the optimal retirement plan for a high-net-worth client to meet their long-term financial goals.,-0.7119047606605726,0.0,-0.28124999964843744,0.009523809452664423,-0.07333333339055555,0.2666666663925926
Availability Heuristic_An IT manager at a company from the software & services industry deciding on the upgrade of the company's cybersecurity measures in response to recent threats.,-0.29166666630208327,0.0,-0.2347222219124614,0.06249999992187495,-0.04166666659606477,0.5333333327407407
Availability Heuristic_An IT manager at a company from the telecommunication services industry deciding on the most secure VPN solution to implement for remote employees.,-1.874999544515532e-10,0.0,0.0999999998,-0.4166666660763888,-0.08333333333564812,0.12444444431506174
Availability Heuristic_An account manager at a company from the consumer services industry deciding how to approach re-negotiating a key client's contract for better terms.,0.19999999800000004,0.0,-0.05166666645319442,0.6666666644444444,-0.033333333368055565,0.24444444419506173
Availability Heuristic_An advertising manager at a company from the media & entertainment industry deciding which ad agency to collaborate with for a new brand launch.,0.27999999724,0.0,0.08999999970750001,-0.022222222140740804,0.39999999914444445,0.31999999951999997
Availability Heuristic_An asset manager at a company from the equity real estate investment trusts industry deciding how to allocate resources for upgrading building facilities.,0.09999999780000005,-0.06666666644444444,0.17499999968124996,0.525297617690175,0.1233333329113889,0.6791666659533564
Availability Heuristic_An asset manager at a company from the real estate management & development industry deciding how to allocate funds for maximum return on a mixed-use development.,-0.27999999948,-0.06666666644444444,0.35999999932,-0.4999999991666666,0.36150793599706316,0.35357142808864794
Availability Heuristic_An engineering manager at a company from the semiconductors & semiconductor equipment industry deciding on technical specifications and performance metrics for a new chip design intended to enhance processing speed.,0.017857142095025556,-0.06666666644444444,-0.21874999972656245,0.04761904755102041,-0.34563492014164143,0.27833333297893514
Availability Heuristic_An engineering manager at a company from the software & services industry deciding on the most suitable tech stack for a new software application.,-1.1249999598561545e-09,0.0,0.11874999973906253,0.0416666665972222,-0.1316666663331944,0.15277777763117284
Availability Heuristic_An environmental health and safety manager at a company from the materials industry deciding on the new safety measures to adopt to minimize workplace accidents.,0.0,-0.19999999933333332,0.06666666664444444,0.04166666686921298,0.4074074067078189,0.5866666657544444
Availability Heuristic_An environmental manager at a company from the energy industry deciding on the best strategies to reduce carbon emissions.,-0.06250000011284723,-0.06666666644444444,0.27499999949166665,0.23958333239149304,-0.14999999981249998,0.36666666635925926
Availability Heuristic_An environmental manager at a company from the utilities industry deciding the best strategy to reduce the carbon footprint of the company's operations.,0.16499999774875002,-0.19999999933333332,0.10666666644888889,0.1678571426218112,0.19999999933333334,0.3472222222579475
Availability Heuristic_An events manager at a company from the media & entertainment industry deciding how to coordinate a virtual concert for fans around the world.,0.43749999726562505,0.0,0.11666666674444444,0.014285714236734703,0.2571428563945578,0.13999999986000003
Availability Heuristic_An inventory manager at a company from the consumer discretionary distribution & retail industry deciding on the ideal reorder level for high-demand products to prevent stockouts.,0.02222222219753086,0.0,0.15499999963625002,0.2337301584237607,-0.31428571424744894,0.2555555553493827
Availability Heuristic_An inventory manager at a company from the consumer staples distribution & retail industry deciding how much safety stock to keep for high-demand items.,0.06666666644444445,-0.06666666644444444,-0.2604166659939236,0.5416666656770832,0.07555555551308642,-0.002222222273827157
Availability Heuristic_An investment manager at a company from the banks industry deciding the allocation of funds across different asset classes for increased returns.,-0.18749999976562498,0.0,0.04374999984531255,0.12499999984374996,-0.2927777773353858,1.1111109810002518e-10
Availability Heuristic_An investment manager at a company from the equity real estate investment trusts industry deciding the best strategy for diversifying the investment portfolio.,-0.1999999994,-0.13333333288888888,0.20833333307291663,0.3174603165835223,0.2999999983666667,0.49999999902083336
Availability Heuristic_An investment manager at a company from the financial services industry deciding which emerging market funds to include in the client's portfolio to achieve diversification.,-0.004999999988749998,0.0,0.5999999988,0.18809523738764175,0.10158730153036029,-0.1904761899487906
Availability Heuristic_An operations manager at a company from the banks industry deciding how to streamline the loan processing workflow for efficiency.,-0.12083333312118053,0.0,0.22222222179753084,0.5226190467572703,-0.19333333322888885,0.17333333320444444
Availability Heuristic_An operations manager at a company from the capital goods industry deciding if overtime work is necessary to meet production deadlines.,-2.124999931574223e-09,-0.13333333288888888,-0.2604166659939236,-0.033333333488888894,0.05904761884517007,0.5783333321222685
Availability Heuristic_An operations manager at a company from the commercial & professional services industry deciding whether to invest in new technology for streamlining workflows.,-0.05555555530864198,-0.06666666644444444,0.06666666664444444,0.09791666627204858,0.20833333243055555,0.12222222209753089
Availability Heuristic_An operations manager at a company from the consumer discretionary distribution & retail industry deciding on the best logistics provider to reduce delivery times and costs.,-0.6089285705921557,0.0,0.1199999998,-0.11111111092592592,0.025396825332325547,0.36666666622037036
Availability Heuristic_An operations manager at a company from the consumer services industry deciding how to streamline the supply chain process to reduce operating costs.,-0.08999999999249997,-0.19999999933333332,0.11851851821646094,-0.23541666632054398,0.17142857118367347,-0.1777777776024691
Availability Heuristic_An operations manager at a company from the energy industry deciding whether to implement a new automated system to improve efficiency.,0.3333333305555556,0.0,0.08124999967343752,-0.029523809367876085,0.2177777773224691,0.02222222239753089
Availability Heuristic_An operations manager at a company from the equity real estate investment trusts industry deciding on the implementation of a new property management software.,-0.30208333231336804,-0.19999999933333332,0.36249999959062496,-0.1999999996,0.011904761729024937,0.6733333321785185
Availability Heuristic_An operations manager at a company from the health care equipment & services industry deciding on the implementation of a new inventory management system.,0.26666666613333334,0.0,-0.08666666639944443,0.24255952346983062,-0.14583333292534723,0.3329365075581176
Availability Heuristic_An operations manager at a company from the insurance industry deciding how to streamline the claims processing procedure to reduce turnaround time.,0.1499999997,-0.06666666644444444,0.4562499991600447,-0.1666666663888888,-0.05357142849936223,0.06666666662222223
Availability Heuristic_An operations manager at a company from the materials industry deciding how to reallocate resources to meet the sudden increase in demand for their products.,0.026666666751111102,-0.06666666644444444,-0.12499999984374996,0.0,0.21507936440713968,0.5155555549370018
Availability Heuristic_An operations manager at a company from the real estate management & development industry deciding on the implementation of new software to improve workflow efficiency.,0.39999999845,-0.06666666644444444,0.3083333327527778,0.22499999934375,0.08333333306250003,-0.17999999981999998
Availability Heuristic_An operations manager at a company from the software & services industry deciding on optimizing the workflow to reduce delivery times for software updates.,0.0,-0.06666666644444444,-0.08333333305555556,0.20499999926708337,0.020000000259999994,0.3936507932669186
Availability Heuristic_An operations manager at a company from the transportation industry deciding how to reallocate resources to handle an unexpected surge in demand.,-0.05000000031249998,0.0,0.1999999996,-0.4583333324479167,0.02936507900875538,0.4488888884079012
Availability Heuristic_An operations manager at a company from the utilities industry deciding how to optimize the supply chain for peak energy demand.,-0.13333333288888888,0.0,0.1999999996,0.4166666656944444,-0.06666666686111107,0.03777777771283948
Availability Heuristic_An underwriting manager at a company from the insurance industry deciding on the criteria for assessing high-risk clients.,-0.6666666652083333,0.0,0.12499999987499999,0.6190476175283447,0.022222222345679,0.27777777760108024
Bandwagon Effect_A branch manager at a company from the banks industry deciding whether to extend branch operations to a new city.,-0.8666666651111111,0.7999999973333335,-0.3999999990000001,-0.03749999995625,-0.2933333325688889,-0.39999999883333337
Bandwagon Effect_A branch manager at a company from the financial services industry deciding on the staffing requirements for the upcoming quarter to ensure efficient operation and customer satisfaction.,0.233333334611111,-0.399999999,0.18333333287499998,0.3433333324438889,0.19999999966666665,-0.03666666647944444
Bandwagon Effect_A brand manager at a company from the consumer durables & apparel industry deciding how to reposition the brand to appeal to a younger demographic.,-0.4999999991666666,-0.2999999991666667,-0.06666666644444444,0.15999999968,-0.19999999966666665,-0.18333333276388888
Bandwagon Effect_A brand manager at a company from the household & personal products industry deciding on the best strategy to enhance brand loyalty among Millennials.,0.0,-0.29999999949999995,0.03333333327777778,-0.14583333289930556,0.0,-0.16666666619444442
Bandwagon Effect_A business development manager at a company from the banks industry deciding on strategic partnerships to expand market reach.,-0.6333333319444444,-0.19999999933333337,-0.09999999972222225,-0.129999999715,-0.09999999983333333,-0.3833333320972222
Bandwagon Effect_A claims manager at a company from the insurance industry deciding whether to approve a large settlement for a disputed claim.,0.19999999933333337,0.0,-0.09999999941666664,0.3249999993916667,0.19999999933333337,0.0
Bandwagon Effect_A client service manager at a company from the commercial & professional services industry deciding on how to address a major client's service complaint.,-0.06666666655555555,-0.49999999883333335,-0.016666666680555543,0.08333333301388889,0.14999999978333328,0.003333333173888886
"Bandwagon Effect_A clinical operations manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on whether to proceed with Phase 3 trials after reviewing initial Phase 2 results.",0.29999999949999995,0.0,0.29999999875,0.13749999975625,0.0,-0.049999999875
Bandwagon Effect_A clinical services manager at a company from the health care equipment & services industry deciding on resource allocation for an upcoming clinical trial.,-0.2666666648888889,-0.09999999983333333,0.230000000065,-0.109999999705,0.13333333288888888,-0.5166666651527778
Bandwagon Effect_A compliance manager at a company from the banks industry deciding how to update policies in alignment with new regulatory requirements.,-0.23333333286111113,-0.09999999983333333,0.23333333286111108,0.39583333206597227,-0.03333333305555557,-0.1999999995
Bandwagon Effect_A compliance manager at a company from the equity real estate investment trusts industry deciding how to address recent changes in real estate regulations.,-0.8333333312777776,0.0,-0.18666666571555554,0.16666666621527776,0.10666666609777778,-0.42999999896499996
Bandwagon Effect_A compliance manager at a company from the financial services industry deciding on the necessary steps to ensure adherence to the latest financial regulations and standards.,0.5599999990133333,-0.19999999933333337,-0.06666666644444448,0.05999999984666669,0.31999999916,0.05333333304888889
Bandwagon Effect_A construction manager at a company from the real estate management & development industry deciding on which subcontractor to hire for electrical work in a new building project.,0.199999999,0.0,0.5999999983333333,0.2499999995833333,0.0,0.09333333270222224
Bandwagon Effect_A content manager at a company from the media & entertainment industry deciding which trending topics to focus on for the upcoming month.,0.23333333294444442,-0.2999999991666667,0.13333333277777784,0.06249999994791665,0.0,-0.049999999875
Bandwagon Effect_A creative manager at a company from the media & entertainment industry deciding the theme for the next big advertising campaign.,-0.4999999991666666,-0.09999999983333333,-0.03999999832000003,-0.05333333304888889,-0.31999999949333324,-0.1499999997083333
Bandwagon Effect_A credit manager at a company from the banks industry deciding whether to approve a large loan request from a corporate client.,-0.5999999983333333,0.39999999866666675,-0.5999999976666668,-0.06666666644444444,-0.26666666577777776,-0.3333333322222222
Bandwagon Effect_A credit manager at a company from the financial services industry deciding whether to approve a loan application based on the applicant's creditworthiness and financial background.,-0.49999999908333326,0.39999999866666675,-0.5999999978333334,0.05333333304888889,-0.13333333288888888,-0.15999999968
Bandwagon Effect_A customer relationship manager at a company from the banks industry deciding on tactics to enhance customer satisfaction and loyalty.,-0.1999999983333334,-0.19999999933333337,-0.1333333328888889,-0.13333333288888888,0.0,-0.06666666644444444
Bandwagon Effect_A customer service manager at a company from the consumer discretionary distribution & retail industry deciding on the implementation of a new feedback system to improve customer satisfaction.,-0.6666666655555554,0.0,-0.34999999879166677,0.14999999956944446,-0.3666666662777778,-0.5133333318122222
Bandwagon Effect_A customer service manager at a company from the consumer durables & apparel industry deciding the improvements needed in the customer feedback process to enhance satisfaction.,-0.37499999937499995,-0.09999999983333333,0.0,0.0,-0.13333333288888888,-0.13333333288888888
Bandwagon Effect_A customer service manager at a company from the consumer services industry deciding which new customer support software to implement to enhance service efficiency.,-0.19999999966666665,0.0,1.1111107589556468e-10,-0.16666666619444442,-0.049999999875,-0.16666666619444442
Bandwagon Effect_A customer service manager at a company from the consumer staples distribution & retail industry deciding whether to implement a new training program for the support team.,-0.19999999966666665,0.0,0.0,0.13333333288888888,0.19999999877777783,0.1333333328888889
Bandwagon Effect_A customer service manager at a company from the health care equipment & services industry deciding on improving the response time to customer inquiries.,-0.333333333611111,-0.19999999933333337,-0.34999999879166677,-0.1666666661111111,0.06666666644444448,-0.19999999933333337
Bandwagon Effect_A customer service manager at a company from the insurance industry deciding on a new training program to improve client interaction skills.,0.20000000133333326,-0.19999999933333337,-0.39999999733333336,0.0,-0.19999999966666665,-0.06666666644444444
Bandwagon Effect_A customer service manager at a company from the technology hardware & equipment industry deciding on the implementation of a new ticketing system to improve response rates.,-0.05555555435185189,0.0,-0.14999999812500003,0.1666666661111111,0.19999999933333337,-0.14999999945833337
Bandwagon Effect_A customer service manager at a company from the telecommunication services industry deciding whether to implement a new chatbot feature to improve response times.,0.5999999983333333,0.0,0.199999999,0.06666666644444444,0.39999999866666675,0.26666666577777776
Bandwagon Effect_A customer service manager at a company from the utilities industry deciding how to address a sudden increase in service complaints due to billing errors.,0.08333333323611111,-0.09999999983333333,0.14999999962500002,0.24166666602361114,0.21999999965999995,0.003333333173888886
Bandwagon Effect_A customer success manager at a company from the software & services industry deciding on the best strategy to enhance customer retention amid increasing competition.,-0.09999999983333333,-0.2999999991666667,0.12666666640222224,0.12333333293388889,0.0,-0.049999999875
Bandwagon Effect_A development manager at a company from the software & services industry deciding on the allocation of resources among multiple ongoing projects.,-0.10000000041666664,0.0,0.2933333325688888,0.19999999933333334,-0.09999999983333333,0.24999999904166673
Bandwagon Effect_A digital media manager at a company from the media & entertainment industry deciding the best platform to launch a new viral campaign on.,-0.06666666644444445,-0.39999999866666675,-0.06666666644444444,0.16666666638888886,0.23333333267777778,-0.21333333272888888
Bandwagon Effect_A facility manager at a company from the energy industry deciding on the maintenance schedule for critical infrastructure.,0.9999999976666665,0.09999999950000005,0.39999999866666663,0.07999999984,0.766666664388889,0.0
Bandwagon Effect_A facility manager at a company from the real estate management & development industry deciding on the maintenance schedule for the HVAC system in a large office complex.,0.19999999766666673,0.0,0.5999999970000001,0.35999999901333335,-0.16666666638888888,0.03999999965333334
Bandwagon Effect_A finance manager at a company from the commercial & professional services industry deciding on whether to approve the budget increase for the next fiscal year.,-0.19999999833333337,-0.5999999980000001,-0.3333333305555556,0.38999999924499995,0.0,0.049999999875
Bandwagon Effect_A finance manager at a company from the equity real estate investment trusts industry deciding on the budget allocation for upcoming capital projects.,0.36666666605555553,-0.29999999949999995,-0.2333333326111111,0.44333333219388893,0.0,0.029999999965000003
Bandwagon Effect_A finance manager at a company from the household & personal products industry deciding on cost-cutting measures to improve the bottom line.,-0.39999999766666666,-0.2999999991666667,-0.13333333277777784,0.6222222206814815,-0.03333333305555557,-0.3333333322222222
Bandwagon Effect_A finance manager at a company from the insurance industry deciding how to allocate the budget for IT system upgrades.,-0.19999999800000004,0.19999999933333337,0.4266666652355555,0.20833333318055552,-0.11999999982666662,-0.2666666657777778
Bandwagon Effect_A finance manager at a company from the utilities industry deciding how to allocate budget cuts while maintaining critical service levels.,-0.5999999973333333,-0.19999999966666665,-0.399999997,0.3733333320755556,-0.23333333272222223,-0.3533333321322222
Bandwagon Effect_A financial manager at a company from the financial services industry deciding on how to best allocate retained earnings to fuel future growth or distribute as dividends.,-0.1666666647222223,-0.19999999933333337,0.06000000251333326,0.43333333216666664,0.0,-0.3333333322222223
Bandwagon Effect_A fleet manager at a company from the transportation industry deciding whether to upgrade to a more fuel-efficient fleet to reduce operational costs.,-0.19999999800000004,0.39999999866666675,0.19999999933333337,0.24999999916666668,0.0,-0.02666666679111107
Bandwagon Effect_A health and safety manager at a company from the energy industry deciding on the protocol updates for handling hazardous materials.,-0.23999999965333324,0.0,0.15999999968,0.13333333288888888,-0.0999999998,-0.19999999933333332
Bandwagon Effect_A human resources manager at a company from the automobiles & components industry deciding on strategies to improve employee retention and reduce turnover in the manufacturing department.,0.0,-0.19999999933333337,0.19999999933333337,0.3133333325622222,0.09999999983333333,0.0
Bandwagon Effect_A human resources manager at a company from the commercial & professional services industry deciding on implementing a new employee training program.,0.20000000044444435,-0.19999999933333337,-0.16666666461111115,0.25999999918,-0.09999999983333333,-0.06666666644444444
Bandwagon Effect_A human resources manager at a company from the consumer services industry deciding on the best strategy to address the recent increase in employee turnover.,-0.199999999,-0.39999999866666675,-0.19999999800000004,0.19999999911111113,-0.3333333327777777,-0.06666666644444444
"Bandwagon Effect_A human resources manager at a company from the food, beverage & tobacco industry deciding on the implementation of a new training program to improve employee skills.",-0.19999999966666665,-0.2999999991666667,0.0,0.13333333288888888,0.0,-0.16666666627777776
Bandwagon Effect_A human resources manager at a company from the household & personal products industry deciding on the new remote work policy.,-0.9999999949999999,0.0,-0.19999999800000004,-0.05333333304888889,0.0,-0.06666666644444444
Bandwagon Effect_A human resources manager at a company from the semiconductors & semiconductor equipment industry deciding on new recruitment strategies to attract top talent in a competitive market.,-0.4999999991666666,0.0,-0.31999999882666674,-0.06666666644444444,0.0,-0.19999999933333334
Bandwagon Effect_A leasing manager at a company from the real estate management & development industry deciding on the rental price setting for newly available apartments.,-0.23333333286111113,0.0,-0.06666666622222228,-0.11999999949333336,-0.19999999966666665,-0.15999999968
Bandwagon Effect_A logistics manager at a company from the capital goods industry deciding on optimizing warehouse storage to improve distribution efficiency.,0.5999999989999999,-0.19999999933333337,0.0,0.33333333238888885,0.33333333277777777,-0.06666666644444444
Bandwagon Effect_A logistics manager at a company from the technology hardware & equipment industry deciding on the best mode of transportation for delivering products to multiple international locations.,-0.19999999966666665,0.0,-0.5999999980000001,0.0,-0.9999999981666665,-0.39999999866666675
Bandwagon Effect_A logistics manager at a company from the transportation industry deciding the optimal route for delivering goods to minimize costs and improve delivery times.,-0.20000000033333326,-0.09999999983333333,-0.1166666667638889,0.06666666644444444,-0.36666666605555553,-0.11666666631944445
Bandwagon Effect_A maintenance manager at a company from the utilities industry deciding which equipment requires immediate servicing to prevent outages.,-0.09999999975,-0.5999999980000001,-0.49999999908333326,0.08333333315277779,0.06666666655555556,-0.049999999875
Bandwagon Effect_A marketing manager at a company from the automobiles & components industry deciding on the budget allocation for a new advertising campaign to promote eco-friendly vehicles.,-0.6111111093518519,-0.5999999980000001,0.0,-0.06666666644444444,0.19999999966666665,0.13333333288888888
Bandwagon Effect_A marketing manager at a company from the commercial & professional services industry deciding on the best platform for launching the next advertising campaign.,-0.1499999995972222,-0.09999999983333333,0.2666666655555555,0.06249999984375,0.13333333288888888,0.049999999875
Bandwagon Effect_A marketing manager at a company from the consumer discretionary distribution & retail industry deciding whether to launch a digital marketing campaign to increase brand awareness.,0.3333333316666667,-0.39999999866666675,0.199999999,0.0,0.39999999866666675,0.31666666548611117
Bandwagon Effect_A marketing manager at a company from the consumer durables & apparel industry deciding the channels to focus on for launching a new advertising campaign.,0.1666666677777777,-0.5999999980000001,0.19999999999999998,-0.09999999983333333,0.0,0.4666666651111111
Bandwagon Effect_A marketing manager at a company from the consumer services industry deciding which social media platform to prioritize for a new digital advertising campaign.,-0.483333332486111,-0.2999999991666667,-0.19999999800000004,0.07999999984,-0.09999999983333333,-0.25999999943
Bandwagon Effect_A marketing manager at a company from the consumer staples distribution & retail industry deciding which digital advertising channels to invest in for maximum reach.,-0.37499999937499995,0.0,-0.03333333327777776,-0.049999999875,-0.3999999989333333,-0.25999999943
"Bandwagon Effect_A marketing manager at a company from the food, beverage & tobacco industry deciding on the best advertising strategy to launch a new product line.",-0.1666666661111111,-0.19999999933333337,-0.3999999976666667,0.11111111074074073,-0.23333333294444447,-0.19999999933333332
Bandwagon Effect_A marketing manager at a company from the household & personal products industry deciding on the allocation of the digital marketing budget among various platforms.,-0.5999999989999999,-0.2999999991666667,0.06999999988499998,-0.04999999987499999,0.0,-0.3999999988333333
Bandwagon Effect_A marketing manager at a company from the insurance industry deciding on the launch strategy for a new advertising campaign.,-0.5277777766435184,0.0,-0.03666666647944444,0.07999999984000002,-0.07999999984,0.04999999995833333
Bandwagon Effect_A marketing manager at a company from the media & entertainment industry deciding the target audience for the new film release.,-0.7499999987499999,0.0,-0.06666666644444444,-0.21333333272888888,-3.3333327209561505e-10,-0.26666666577777776
Bandwagon Effect_A marketing manager at a company from the telecommunication services industry deciding the best strategy to launch a new service package on social media platforms.,-0.19999999800000004,-0.19999999933333337,-0.19999999800000004,-0.09999999975,0.019999999660000045,-0.19999999933333332
Bandwagon Effect_A media relations manager at a company from the media & entertainment industry deciding how to handle a public relations crisis involving a major celebrity.,-0.999999997,-0.19999999933333337,-0.6999999971666667,0.23333333272222223,-0.1866666664711111,-0.4133333320622222
Bandwagon Effect_A merchandising manager at a company from the consumer discretionary distribution & retail industry deciding how to arrange products in the store to maximize purchase potential.,-0.4666666657777777,-0.09999999983333333,0.13333333322222218,0.35999999901333335,-2.666666221173841e-10,-0.25999999943
Bandwagon Effect_A merchandising manager at a company from the consumer staples distribution & retail industry deciding which new product lines to introduce next quarter.,0.19999999766666673,-0.19999999933333337,0.7333333298888889,0.1499999997,-0.2499999995833333,-0.09999999975
Bandwagon Effect_A network operations manager at a company from the telecommunication services industry deciding how to handle an unexpected outage affecting multiple regions.,-0.33333333269444443,-0.19999999933333337,0.3333333321111111,0.07999999984,-0.19999999993333328,-0.289999999395
Bandwagon Effect_A plant manager at a company from the materials industry deciding whether to invest in new technology to increase production capacity.,-0.19999999866666668,0.19999999933333337,-0.399999998,0.06666666631111111,0.0,-0.17999999959
Bandwagon Effect_A portfolio manager at a company from the equity real estate investment trusts industry deciding which property investments to include in a new fund.,-0.4999999991666666,-0.29999999949999995,-0.2333333326111111,0.0999999998,0.19999999933333337,-0.09999999975
Bandwagon Effect_A portfolio manager at a company from the financial services industry deciding which combination of assets to allocate in order to maximize returns while managing risk.,-0.10000000041666664,0.19999999933333337,0.24999999945833334,-0.18749999953125002,0.09999999983333333,0.07999999984
"Bandwagon Effect_A procurement manager at a company from the materials industry deciding which suppliers offer the best balance of cost, quality, and reliability.",-0.06666666722222217,0.2999999991666667,-0.06666666688888889,0.020833333211805555,0.0,-0.046666666701111116
Bandwagon Effect_A product development manager at a company from the automobiles & components industry deciding on the features to prioritize for the next car model based on customer feedback.,-0.2333333329444444,0.0,0.06666666622222228,0.44999999876666674,0.19999999966666665,-0.03000000013166664
Bandwagon Effect_A product development manager at a company from the consumer discretionary distribution & retail industry deciding on the features of a new product based on market research and consumer demand.,-0.29999999949999995,-0.19999999933333337,0.23333333272222223,0.0833333331944444,-0.09999999983333333,-0.30999999930500005
Bandwagon Effect_A product development manager at a company from the consumer durables & apparel industry deciding whether to invest in sustainable materials for the new product line.,-0.199999999,-0.39999999866666675,-0.29999999883333334,0.16666666583333334,0.1666666661111111,0.0666666664444445
Bandwagon Effect_A product development manager at a company from the health care equipment & services industry deciding on prioritizing features for the next generation of a medical device.,-0.433333332611111,0.0,-0.08333333315277776,0.1291666661548611,-0.19999999966666665,-0.44999999904166665
Bandwagon Effect_A product development manager at a company from the household & personal products industry deciding whether to launch a new eco-friendly cleaning product.,-0.19999999966666665,-0.19999999933333337,0.0,0.33888888778981485,-0.21333333328444443,-0.3466666656177778
"Bandwagon Effect_A product development manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on the features of a new healthcare product based on market research feedback.",-0.46666666411111113,0.0,-0.09999999916666669,0.2933333325688889,-0.09999999983333333,-0.22666666612444444
Bandwagon Effect_A product development manager at a company from the semiconductors & semiconductor equipment industry deciding on key features to include in the next generation of their core product to stay ahead of competitors.,0.5999999989999999,-0.2999999991666667,0.0,0.1999999996,0.19999999966666665,0.26666666577777776
Bandwagon Effect_A product development manager at a company from the technology hardware & equipment industry deciding whether to integrate an emerging technology into the next generation of devices.,-0.5999999970000001,0.0,-0.199999999,0.10999999980500001,-0.2999999992777778,-0.5499999982916668
Bandwagon Effect_A product development manager at a company from the telecommunication services industry deciding which features to prioritize in the next software update to meet customer demands.,0.33333333288888883,0.0,0.19999999933333337,-0.37499999895833336,0.0,-0.06666666644444444
Bandwagon Effect_A product manager at a company from the consumer services industry deciding whether to launch a new feature in the next app update based on user feedback.,-0.5999999973333333,0.0,-0.39999999866666675,0.26666666613333334,0.0,-0.3666666655277778
Bandwagon Effect_A product manager at a company from the software & services industry deciding on the feature prioritization for the next product release.,0.433333332611111,0.19999999933333337,-0.06666666644444444,0.35555555454814813,0.0,-0.06666666644444444
Bandwagon Effect_A production manager at a company from the automobiles & components industry deciding which manufacturing process improvements to implement to increase efficiency.,0.06666666588888889,0.0,-3.33333360913457e-10,-0.06666666644444444,0.033333332944444474,-0.1999999995
Bandwagon Effect_A production manager at a company from the capital goods industry deciding on which machinery to invest in to increase manufacturing efficiency.,-0.36666666605555553,0.19999999933333337,-0.29999999949999995,-0.27999999934,-0.04166666631944447,-0.48333333184722227
"Bandwagon Effect_A production manager at a company from the food, beverage & tobacco industry deciding on how to optimize the production schedule for increased efficiency.",-0.5999999964722222,-0.09999999983333333,0.5099999986383333,-0.09999999975,0.13333333288888888,-0.16666666619444442
Bandwagon Effect_A production manager at a company from the materials industry deciding how to optimize the manufacturing process to reduce waste and improve efficiency.,-0.20000000033333326,-0.19999999933333337,-0.19999999866666668,0.19999999933333332,-0.09999999983333333,-0.5333333315555556
Bandwagon Effect_A production manager at a company from the media & entertainment industry deciding the schedule for filming the next season of a popular show.,-0.19999999700000007,-0.19999999933333337,0.3199999980266667,0.07999999984,0.0,-0.1833333327638889
"Bandwagon Effect_A production manager at a company from the pharmaceuticals, biotechnology & life sciences industry deciding on optimizing production schedules to meet increased demand for a particular medication.",-0.5999999973333333,-0.2999999991666667,-0.2999999978333333,0.13333333288888888,-0.07999999977333336,-0.32666666595777777
Bandwagon Effect_A production manager at a company from the semiconductors & semiconductor equipment industry deciding on the allocation of resources for an upcoming manufacturing schedule to meet increasing demand.,-0.733333332111111,0.0,-0.3499999973750001,0.21333333272888888,-0.5599999986133334,-0.5799999986900001
Bandwagon Effect_A production manager at a company from the technology hardware & equipment industry deciding on the optimal production schedule to meet increased demand while minimizing overtime.,-0.36666666430555556,0.0,0.44999999820833336,0.020000000009999998,0.0,-0.2333333326388889
Bandwagon Effect_A project manager at a company from the capital goods industry deciding which tasks to prioritize to stay on schedule.,0.8666666632222222,0.0,0.7666666633888889,0.09333333323555557,0.49999999833333336,0.5999999980000001
Bandwagon Effect_A project manager at a company from the commercial & professional services industry deciding on the allocation of resources for the upcoming project phase.,0.4666666658888888,-0.2999999991666667,0.06666666655555555,0.22666666612444444,0.07999999984,-0.06666666644444444
Bandwagon Effect_A project manager at a company from the energy industry deciding on the timeline for the construction of a new solar power plant.,-0.33333333277777777,0.0,-0.03333333302777782,0.26333333260388886,-0.17999999967333333,-0.049999999875
Bandwagon Effect_A project manager at a company from the real estate management & development industry deciding on the timeline adjustments due to a delay in material supply.,0.3266666660688889,-0.49999999850000004,0.31999999936,0.0666666663111111,0.0,-0.01666666681944442
